0.0235294,0.505882,0.705882,0.639216,0.490196,0.360784,0.541176,0.321569,0.129412,0.521569,0.572549,0.537255,0.121569,0.517647,0.509804,0.513725,3.949e-07,5.98501e-07,4.3411e-07,6.15254e-07,-5.14484e-06,-5.11595e-06,-5.13639e-06,-5.11468e-06,1,0.989185,0.997624,0.988326,8.56198e-07,8.5057e-07,8.54837e-07,8.49897e-07,3.73184e-06,5.9131e-06,4.2638e-06,5.84171e-06,7.43383e-09,7.5925e-09,7.15709e-09,7.71452e-09
0.0392157,0.623529,0.878431,0.788235,0.67451,0.282353,0.435294,0.25098,0.121569,0.517647,0.509804,0.513725,0.12549,0.513725,0.52549,0.52549,7.77295e-07,1.45514e-06,9.6791e-07,1.09373e-06,-5.46684e-06,-5.4313e-06,-5.45647e-06,-5.43573e-06,1,0.987076,0.997142,0.989549,9.17061e-07,9.08609e-07,9.14828e-07,9.10733e-07,1.04591e-05,1.98878e-05,1.32756e-05,1.49471e-05,1.07758e-08,1.28966e-08,1.09204e-08,1.23137e-08
0.0196078,0.505882,0.588235,0.517647,0.498039,0.45098,0.494118,0.470588,0.121569,0.517647,0.513725,0.517647,0.121569,0.517647,0.517647,0.52549,1.19472e-07,1.983e-07,1.51883e-07,2.06631e-07,-4.2712e-06,-4.25023e-06,-4.26542e-06,-4.24865e-06,1,0.990265,0.997286,0.98961,7.00835e-07,6.96891e-07,6.99625e-07,6.96248e-07,9.56423e-07,1.6063e-06,1.21156e-06,1.64124e-06,3.43857e-09,3.69995e-09,3.42468e-09,4.29265e-09
0.0705882,0.701961,0.945098,0.517647,0.513725,0.568627,0.529412,0.521569,0.141176,0.568627,0.615686,0.486275,0.121569,0.517647,0.505882,0.517647,9.8063e-07,2.01462e-06,1.69198e-06,1.70906e-06,-1.21524e-05,-1.20225e-05,-1.20779e-05,-1.20125e-05,1,0.975282,0.983909,0.974242,2.22458e-06,2.18335e-06,2.19802e-06,2.17944e-06,9.50913e-06,2.15398e-05,1.75627e-05,1.6978e-05,1.76821e-07,2.19805e-07,2.08526e-07,2.27896e-07
0.0235294,0.466667,0.643137,0.466667,0.462745,0.443137,0.533333,0.478431,0.121569,0.52549,0.494118,0.52549,0.12549,0.509804,0.517647,0.513725,1.00587e-07,1.97706e-07,1.99925e-07,2.45761e-07,-6.65797e-06,-6.60828e-06,-6.6342e-06,-6.60091e-06,1,0.984268,0.992381,0.981525,1.14701e-06,1.13532e-06,1.14011e-06,1.13245e-06,4.2408e-07,9.2377e-07,9.60556e-07,1.15792e-06,1.8212e-08,2.5671e-08,2.33589e-08,2.79063e-08
0.0196078,0.454902,0.588235,0.490196,0.470588,0.462745,0.619608,0.466667,0.121569,0.529412,0.505882,0.517647,0.12549,0.517647,0.517647,0.517647,2.11503e-07,2.90627e-07,2.25829e-07,3.20559e-07,-4.32694e-06,-4.30503e-06,-4.32172e-06,-4.30317e-06,1,0.990029,0.997631,0.989188,7.10923e-07,7.06624e-07,7.09973e-07,7.05802e-07,1.86976e-06,2.56601e-06,1.99388e-06,2.804e-06,5.14053e-09,6.12257e-09,5.28164e-09,6.62011e-09
0.0235294,0.635294,0.588235,0.4,0.584314,0.486275,0.407843,0.517647,0.12549,0.541176,0.533333,0.498039,0.121569,0.513725,0.513725,0.521569,2.27038e-07,3.44554e-07,1.90779e-07,2.68363e-07,-4.37866e-06,-4.35607e-06,-4.37407e-06,-4.35752e-06,1,0.989872,0.998133,0.990871,7.19993e-07,7.15405e-07,7.19164e-07,7.15971e-07,2.34493e-06,3.58297e-06,1.90504e-06,2.7341e-06,1.29202e-08,1.41174e-08,1.34453e-08,1.42147e-08
0.0196078,0.541176,0.568627,0.447059,0.529412,0.411765,0.470588,0.462745,0.117647,0.501961,0.498039,0.564706,0.121569,0.517647,0.517647,0.521569,1.01261e-07,1.47032e-07,1.01615e-07,1.37198e-07,-5.29578e-06,-5.27033e-06,-5.30289e-06,-5.26878e-06,0.996162,0.98757,1,0.987053,8.87848e-07,8.81147e-07,8.87971e-07,8.80599e-07,4.12902e-07,6.20488e-07,4.15495e-07,5.58837e-07,1.99214e-08,2.45201e-08,2.25293e-08,2.58681e-08
0.0196078,0.576471,0.52549,0.490196,0.537255,0.52549,0.505882,0.537255,0.121569,0.490196,0.517647,0.529412,0.12549,0.52549,0.513725,0.505882,1.30872e-07,1.9076e-07,1.39124e-07,1.55736e-07,-1.06431e-05,-1.05284e-05,-1.0597e-05,-1.05383e-05,1,0.969718,0.988073,0.973721,1.86696e-06,1.83767e-06,1.85592e-06,1.84255e-06,3.09265e-07,4.3609e-07,2.74067e-07,2.90768e-07,7.09779e-08,9.79221e-08,8.11668e-08,9.20417e-08
0.109804,0.258824,0.976471,0.294118,0.309804,0.254902,0.52549,0.286275,0.133333,0.482353,0.576471,0.486275,0.121569,0.517647,0.505882,0.529412,3.37951e-06,2.84027e-06,4.4629e-06,7.24203e-06,-1.09045e-05,-1.08417e-05,-1.08667e-05,-1.0786e-05,1,0.989006,0.988796,0.96584,1.96301e-06,1.94992e-06,1.95125e-06,1.92476e-06,4.40918e-05,3.56145e-05,5.77478e-05,9.49555e-05,6.61034e-08,7.95662e-08,7.22195e-08,8.4132e-08
